,score_phrase,title,url,platform,score,editors_choice,release_year,release_month,release_day,primary_genre,secondary_genre
325,Mediocre,Little Inferno,/games/little-inferno/wii-u-137620,Wii U,5.0,N,2012,11,27,Puzzle,
326,Amazing,The Walking Dead -- Game of the Year Edition,/games/the-walking-dead-game-of-the-year-edition/ps3-20008043,PlayStation 3,9.3,Y,2012,12,12,Adventure,
327,Amazing,The Walking Dead -- Game of the Year Edition,/games/the-walking-dead-game-of-the-year-edition/xbox-360-20008042,Xbox 360,9.3,Y,2012,12,12,Adventure,
328,Amazing,The Walking Dead: A Telltale Game Series -- Season One,/games/the-walking-dead-the-game/ipad-100886,iPad,9.3,Y,2012,12,12,Adventure,
329,Amazing,Minigore 2: Zombies,/games/minigore-2-zombies/iphone-149695,iPhone,9.1,Y,2012,12,12,Shooter,
330,Mediocre,Jet Set Radio,/games/jet-set-radio/iphone-138175,iPhone,5.6,N,2012,12,12,Action,
331,Good,Forge,/games/forge/pc-136254,PC,7.0,N,2012,12,12,Shooter,
332,Okay,Nancy Drew: The Deadly Device,/games/nancy-drew-the-deadly-device/pc-145847,PC,6.8,N,2012,12,11,Adventure,
333,Good,Into the Dead,/games/into-the-dead/iphone-149569,iPhone,7.0,N,2012,12,10,Action,
334,Mediocre,Just Dance 4,/games/just-dance-4/wii-u-135665,Wii U,5.3,N,2012,12,10,Music,
335,Okay,Borderlands 2: Sir Hammerlock's Big Game Hunt,/games/borderlands-2-hammerlocks-big-game-hunt/pc-150514,PC,6.9,N,2013,1,15,Shooter, RPG
336,Okay,Borderlands 2: Sir Hammerlock's Big Game Hunt,/games/borderlands-2-hammerlocks-big-game-hunt/ps3-150510,PlayStation 3,6.9,N,2013,1,15,Shooter, RPG
337,Great,DmC: Devil May Cry,/games/dmc/pc-134823,PC,8.9,Y,2013,1,14,Action,
338,Great,Unchained Blades,/games/unchained-blades/3ds-101274,Nintendo 3DS,8.0,N,2013,1,14,RPG,
339,Great,DmC: Devil May Cry,/games/dmc/ps3-85707,PlayStation 3,8.5,Y,2013,1,14,Action,
340,Good,The Earth Defense Force 2017 Portable,/games/the-earth-defense-force-2017/vita-137197,PlayStation Vita,7.5,N,2013,1,14,Action,
341,Bad,007 Legends,/games/007-legends/wii-u-142949,Wii U,4.2,N,2013,1,14,Action,
342,Mediocre,Wraithborne,/games/wraithborne/iphone-146959,iPhone,5.2,N,2012,11,21,Action,
343,Amazing,Persona 4 Golden,/games/shin-megami-tensei-persona-4/vita-116892,PlayStation Vita,9.3,Y,2012,11,21,RPG,
344,Amazing,Call of Duty: Black Ops II,/games/call-of-duty-black-ops-ii/wii-u-136081,Wii U,9.3,Y,2012,11,21,Shooter,
345,Mediocre,Rabbids Land,/games/rayman-raving-rabbids-for-wii-u/wii-u-110845,Wii U,5.0,N,2012,11,21,Party,
346,Good,Tekken Tag Tournament 2: Wii U Edition,/games/tekken-tag-tournament-2/wii-u-110807,Wii U,7.5,N,2012,11,21,Fighting,
347,Amazing,Far Cry 3,/games/far-cry-3/pc-53492,PC,9.0,Y,2012,11,21,Shooter,
348,Great,Madden NFL 13,/games/madden-nfl-2013/wii-u-110858,Wii U,8.3,N,2012,11,21,Sports,
349,Amazing,Far Cry 3,/games/far-cry-3/ps3-53488,PlayStation 3,9.0,Y,2012,11,21,Shooter,
350,Mediocre,Little Inferno,/games/little-inferno/mac-137618,Macintosh,5.0,N,2012,11,27,Puzzle,
351,Mediocre,Little Inferno,/games/little-inferno/ipad-162572,iPad,5.0,N,2012,11,27,Puzzle,
352,Mediocre,Little Inferno,/games/little-inferno/linux-137619,Linux,5.0,N,2012,11,27,Puzzle,
353,Mediocre,Little Inferno,/games/little-inferno/iphone-159505,iPhone,5.0,N,2012,11,27,Puzzle,
354,Great,Little Chomp,/games/little-chomp/iphone-148128,iPhone,8.0,N,2012,11,26,Action,
355,Amazing,Trine 2: Director's Cut,/games/trine-2/wii-u-135737,Wii U,9.0,Y,2012,11,26,Action,
356,Awful,LEGO The Lord of the Rings [Portable],/games/lego-the-lord-of-the-rings-portable/3ds-135997,Nintendo 3DS,3.8,N,2012,11,26,Action, Adventure
357,Awful,LEGO The Lord of the Rings [Portable],/games/lego-the-lord-of-the-rings-portable/vita-140079,PlayStation Vita,3.8,N,2012,11,26,Action, Adventure
358,Okay,LEGO The Lord of the Rings,/games/lego-the-lord-of-the-rings/xbox-360-135464,Xbox 360,6.8,N,2012,11,26,Action, Adventure
359,Great,Writer Rumble,/games/writer-rumble/iphone-149247,iPhone,8.2,N,2012,12,10,Puzzle, Word Game
360,Amazing,Mass Effect,/games/mass-effect/ps3-143827,PlayStation 3,9.0,Y,2012,12,10,RPG,
361,Great,Guilty Gear XX Accent Core Plus,/games/guilty-gear-xx-accent-core-plus/xbox-360-128867,Xbox 360,8.3,N,2012,12,7,Fighting,
362,Great,Guilty Gear XX Accent Core Plus,/games/guilty-gear-xx-accent-core-plus/ps3-128866,PlayStation 3,8.3,N,2012,12,7,Fighting,
363,Good,Uncharted: Fight For Fortune,/games/uncharted-fight-for-fortune/vita-146817,PlayStation Vita,7.0,N,2012,12,6,Card, Battle
364,Good,Modern Combat 4: Zero Hour,/games/modern-combat-4-zero-hour/iphone-143811,iPhone,7.8,N,2012,12,6,Shooter,
365,Okay,Wonderbook: Book  of Spells,/games/book-of-spells/ps3-135683,PlayStation 3,6.0,N,2012,12,6,Simulation, Adventure
366,Great,Rift: Storm Legion,/games/rift-storm-legion/pc-135457,PC,8.3,N,2012,12,4,RPG,
367,Amazing,Joe Danger,/games/joe-danger-touch/iphone-136836,iPhone,9.1,Y,2013,1,14,Action,
368,Great,DmC: Devil May Cry,/games/dmc/xbox-360-86431,Xbox 360,8.9,Y,2013,1,14,Action,
369,Mediocre,Anarchy Reigns,/games/anarchy-reigns/xbox-360-98770,Xbox 360,5.9,N,2013,1,11,Action,
370,Mediocre,Anarchy Reigns,/games/anarchy-reigns/ps3-95396,PlayStation 3,5.9,N,2013,1,11,Action,
371,Great,Kentucky Route Zero: Act 1,/games/kentucky-route-zero-154732/pc-115270,PC,8.3,N,2013,1,11,Adventure,
372,Okay,Primordia,/games/primordia/pc-140042,PC,6.8,N,2013,1,11,Adventure,
373,Amazing,Mutant Mudds,/games/mutant-mudds/iphone-149490,iPhone,9.1,Y,2013,1,10,Platformer,
374,Amazing,Far Cry 3,/games/far-cry-3/xbox-360-53491,Xbox 360,9.0,Y,2012,11,21,Shooter,
375,Amazing,Mass Effect 3 (Special Edition),/games/mass-effect-3/wii-u-135743,Wii U,9.5,N,2012,11,21,RPG,
376,Amazing,Nano Assault Neo,/games/nano-assault-neo/wii-u-142952,Wii U,9.0,Y,2012,11,20,Shooter,
377,Good,Disney Epic Mickey: Power of Illusion,/games/disney-epic-mickey-power-of-illusion/3ds-130576,Nintendo 3DS,7.0,N,2012,11,20,Action, Adventure
378,Great,Assassin's Creed III,/games/assassins-creed-iii/wii-u-110823,Wii U,8.5,N,2012,11,20,Action, Adventure
379,Amazing,Borderlands 2: Mr. Torgue's Campaign of Carnage,/games/borderlands-2-mr-torgues-campaign-of-carnage/pc-147951,PC,9.2,Y,2012,11,20,Shooter, RPG
380,Great,Scribblenauts Unlimited,/games/scribblenauts-unlimited/pc-135828,PC,8.8,Y,2012,11,20,Puzzle, Action
381,Amazing,Borderlands 2: Mr. Torgue's Campaign of Carnage,/games/borderlands-2-mr-torgues-campaign-of-carnage/xbox-360-147949,Xbox 360,9.2,Y,2012,11,20,Shooter, RPG
382,Great,PlayStation All-Stars Battle Royale,/games/playstation-all-stars-battle-royale/vita-135678,PlayStation Vita,8.0,N,2012,11,20,Fighting,
383,Good,Jetpack Joyride,/games/jetpack-joyride/psp-148152,PlayStation Portable,7.4,N,2012,11,26,Platformer,
384,Okay,LEGO The Lord of the Rings,/games/lego-the-lord-of-the-rings/ps3-135460,PlayStation 3,6.8,N,2012,11,26,Action, Adventure
385,Good,The Walking Dead: Assault,/games/the-walking-dead-assault/iphone-149294,iPhone,7.5,N,2012,12,4,Adventure,
386,Good,Miasmata,/games/miasmata/pc-149038,PC,7.9,N,2012,12,4,Adventure,
387,Good,Bladeslinger: Episode 1,/games/bladeslinger/iphone-119042,iPhone,7.2,N,2012,12,3,Action,
388,Mediocre,Funky Barn,/games/funky-barn-142959/wii-u-142960,Wii U,5.0,N,2012,12,3,Simulation,
389,Awful,ESPN Sports Connection,/games/sports-connection/wii-u-135664,Wii U,3.0,N,2012,12,3,Sports,
390,Great,Sonic & All-Stars Racing Transformed,/games/sonic-all-stars-racing-transformed/wii-u-139639,Wii U,8.8,N,2012,11,30,Racing, Action
391,Awful,Infestation: Survivor Stories,/games/the-war-z/pc-138069,PC,3.0,N,2013,1,8,Action,
392,Good,Labyrinth Legends,/games/labyrinth-legends/ps3-148868,PlayStation 3,7.7,N,2013,1,7,RPG,
393,Mediocre,Ace of Spades,/games/ace-of-spades-149688/pc-106949,PC,5.9,N,2013,1,4,Shooter,
394,Good,Monsters Inc. Run,/games/monsters-inc-run/iphone-150128,iPhone,7.7,N,2013,1,3,Action,
395,Good,Pudding Monsters,/games/pudding-monsters/iphone-149492,iPhone,7.3,N,2012,12,20,Puzzle, Adventure
396,Amazing,Borderlands 2: Mr. Torgue's Campaign of Carnage,/games/borderlands-2-mr-torgues-campaign-of-carnage/ps3-147950,PlayStation 3,9.2,Y,2012,11,20,Shooter, RPG
397,Great,PlayStation All-Stars Battle Royale,/games/playstation-all-stars-battle-royale/ps3-123511,PlayStation 3,8.0,N,2012,11,20,Fighting,
398,Amazing,NBA 2K13,/games/nba-2k13/wii-u-135328,Wii U,9.1,Y,2012,11,20,Sports,
399,Amazing,The Walking Dead: The Game -- Episode 5: No Time Left,/games/the-walking-dead-season-1-episode-5/xbox-360-135886,Xbox 360,9.5,Y,2012,11,19,Adventure,
400,Mediocre,NFL Quarterback Club '97,/games/nfl-quarterback-club-97/ps-293,PlayStation,5.0,N,1996,11,25,Sports,
401,Okay,Namco Museum Vol. 2,/games/namco-museum-vol-2/ps-730,PlayStation,6.0,N,1996,11,25,Action, Compilation
402,Awful,Raven Project,/games/raven-project/ps-184,PlayStation,3.0,N,1996,11,25,Action,
403,Okay,Silverload,/games/silverload/ps-585,PlayStation,6.0,N,1996,11,25,Adventure,
404,Good,Return Fire,/games/return-fire/ps-172,PlayStation,7.0,N,1996,11,25,Action,
405,Painful,Rise 2: Resurrection,/games/rise-2-resurrection/ps-174,PlayStation,2.0,N,1996,11,25,Fighting,
406,Okay,Robo Pit,/games/robo-pit/ps-175,PlayStation,6.5,N,1996,11,25,Fighting,
407,Okay,NBA ShootOut,/games/nba-shootout/ps-163,PlayStation,6.0,N,1996,11,25,Sports,
408,Bad,Beyond The Beyond,/games/beyond-the-beyond/ps-450,PlayStation,4.0,N,1996,11,21,RPG,
409,Good,Crash Bandicoot,/games/crash-bandicoot/ps-603,PlayStation,7.5,N,1996,11,21,Platformer,
410,Great,Bust-A-Move 2: Arcade Edition,/games/bust-a-move-2-arcade-edition/ps-684,PlayStation,8.0,N,1996,11,21,Puzzle,
411,Mediocre,CyberSpeed,/games/cyberspeed/ps-139,PlayStation,5.0,N,1996,11,21,Racing,
412,Good,D,/games/d/ps-688,PlayStation,7.0,N,1996,11,21,Adventure,
413,Okay,Assault Rigs,/games/assault-rigs/ps-134,PlayStation,6.0,N,1996,11,21,Action,
414,Mediocre,ESPN Extreme Games,/games/espn-extreme-games/ps-547,PlayStation,5.0,N,1996,11,21,Sports,
415,Good,Doom (1993),/games/doom/ps-671,PlayStation,7.0,N,1996,11,21,Shooter,
416,Great,Bottom of the 9th,/games/bottom-of-the-9th/ps-110,PlayStation,8.0,N,1996,11,21,Sports,
417,Good,Adidas Power Soccer,/games/adidas-power-soccer/ps-715,PlayStation,7.0,N,1996,11,21,Sports,
418,Painful,Agile Warrior F-111X,/games/agile-warrior-f-111x/ps-133,PlayStation,2.0,N,1996,11,21,Action,
419,Great,Alien Trilogy,/games/alien-trilogy/ps-452,PlayStation,8.0,N,1996,11,21,Action,
420,Okay,Alone in the Dark: One Eyed Jack's Revenge,/games/alone-in-the-dark-2/ps-677,PlayStation,6.0,N,1996,11,21,Adventure,
421,Good,Fade to Black,/games/fade-to-black/ps-146,PlayStation,7.0,N,1996,11,21,Adventure,
422,Good,Die Hard Trilogy,/games/die-hard-trilogy/ps-447,PlayStation,7.5,N,1996,11,21,Action,
423,Good,Discworld,/games/discworld/ps-583,PlayStation,7.0,N,1996,11,21,Adventure,
424,Okay,Battle Arena Toshinden 2,/games/battle-arena-toshinden-2/ps-451,PlayStation,6.0,N,1996,11,21,Fighting,
425,Okay,A-Train,/games/a-train/ps-670,PlayStation,6.0,N,1996,11,21,Strategy,
426,Bad,Casper -- A Haunting 3D Challenge,/games/casper-a-haunting-3d-challenge/ps-438,PlayStation,4.0,N,1996,11,21,Action,
427,Okay,Bogey Dead 6,/games/bogey-dead-6/ps-449,PlayStation,6.0,N,1996,11,21,Flight, Action
428,Great,Namco Museum Vol. 1,/games/namco-museum-vol-1/ps-702,PlayStation,8.0,N,1996,11,25,Action, Compilation
429,Good,Road & Track Presents: The Need for Speed,/games/road-and-track-presents-the-need-for-speed/ps-1864,PlayStation,7.0,N,1996,11,25,Racing,
430,Okay,Romance of the Three Kingdoms IV: Wall of Fire,/games/romance-of-the-three-kingdoms-iv-wall-of-fire/ps-478,PlayStation,6.0,N,1996,11,25,Strategy,
431,Good,PGA Tour '96,/games/pga-tour-96/ps-165,PlayStation,7.0,N,1996,11,25,Sports,
432,Good,Rayman,/games/rayman/ps-69,PlayStation,7.0,N,1996,11,25,Platformer,
433,Okay,Raiden Project,/games/raiden-project/ps-720,PlayStation,6.0,N,1996,11,25,Shooter,
434,Great,Andretti Racing,/games/andretti-racing/ps-703,PlayStation,8.0,N,1996,11,21,Racing,
435,Good,Discworld,/games/discworld/ps-583,PlayStation,7.0,N,1996,11,21,Adventure,
436,Good,Die Hard Trilogy,/games/die-hard-trilogy/ps-447,PlayStation,7.5,N,1996,11,21,Action,
437,Awful,Gunship,/games/gunship-23429/ps-280,PlayStation,3.0,N,1996,11,25,Simulation,
438,Okay,Olympic Summer Games: Atlanta '96,/games/olympic-summer-games-atlanta-96-808731/ps-551,PlayStation,6.0,N,1996,11,25,Sports,
439,Unbearable,Revolution X,/games/revolution-x/ps-689,PlayStation,1.0,N,1996,11,25,Action,
440,Bad,Shockwave Assault,/games/shockwave-assault/ps-679,PlayStation,4.0,N,1996,11,25,Action,
441,Bad,HardBall 5,/games/hardball-5/ps-140,PlayStation,4.0,N,1996,11,25,Sports,
442,Good,Twisted Metal [1996],/games/twisted-metal-1996/ps-444,PlayStation,7.0,N,1996,11,26,Action,
443,Amazing,WipEout XL,/games/wipeout-2097/ps-473,PlayStation,9.0,Y,1996,11,26,Racing,
444,Great,WipEout,/games/wipeout/ps-192,PlayStation,8.0,N,1996,11,26,Racing,
445,Great,Tobal No. 1,/games/tobal-no-1/ps-743,PlayStation,8.7,Y,1996,11,26,Fighting,
446,Great,Star Gladiator Episode 1: Final Crusade,/games/star-gladiator-episode-1-final-crusade/ps-461,PlayStation,8.0,N,1996,11,26,Fighting,
447,Good,Starfighter,/games/starfighter/ps-287,PlayStation,7.0,N,1996,11,26,Action,
448,Good,Battle Arena Toshinden,/games/battle-arena-toshinden/ps-716,PlayStation,7.0,N,1996,11,21,Fighting,
449,Good,Destruction Derby,/games/destruction-derby/ps-144,PlayStation,7.0,N,1996,11,21,Racing, Action
450,Great,Aquanaut's Holiday,/games/aquanauts-holiday/ps-548,PlayStation,8.0,N,1996,11,21,Simulation,
451,Painful,Creature Shock (Special Edition),/games/creature-shock/ps-136,PlayStation,2.0,N,1996,11,21,Action,
452,Good,Air Combat,/games/air-combat/ps-393,PlayStation,7.0,N,1996,11,21,Flight, Action
453,Good,Descent,/games/descent-1995/ps-143,PlayStation,7.0,N,1996,11,21,Action,
454,Mediocre,Cyber Sled,/games/cyber-sled/ps-138,PlayStation,5.0,N,1996,11,21,Action,
455,Good,DEFCON 5,/games/defcon-5/ps-142,PlayStation,7.0,N,1996,11,21,Action,
456,Mediocre,The King of Fighters '95,/games/the-king-of-fighters-95/ps-2072,PlayStation,5.0,N,1996,11,25,Fighting,
457,Great,Jumping Flash! 2,/games/jumping-flash-2/ps-577,PlayStation,8.0,N,1996,11,25,Platformer,
458,Bad,Epidemic,/games/epidemic/ps-299,PlayStation,4.0,N,1996,11,25,Action,
459,Mediocre,Philosoma,/games/philosoma/ps-166,PlayStation,5.0,N,1996,11,25,Action,
460,Mediocre,NBA In the Zone,/games/nba-in-the-zone-36223/ps-164,PlayStation,5.0,N,1996,11,25,Sports,
461,Good,Magic Carpet,/games/magic-carpet/ps-159,PlayStation,7.5,N,1996,11,25,Action,
462,Painful,Power Serve 3D Tennis,/games/power-serve-3d-tennis/ps-167,PlayStation,2.0,N,1996,11,25,Sports,
463,Great,Resident Evil [1996],/games/resident-evil/ps-610,PlayStation,8.7,N,1996,11,25,Action, Adventure
464,Okay,NCAA GameBreaker,/games/ncaa-gamebreaker/ps-724,PlayStation,6.8,N,1996,11,25,Sports,
465,Okay,Project: Horned Owl,/games/project-horned-owl/ps-706,PlayStation,6.0,N,1996,11,25,Shooter,
466,Okay,Frank Thomas: Big Hurt Baseball,/games/frank-thomas-big-hurt-baseball/pc-672,PC,6.0,N,1996,11,25,Sports,
467,Good,Goal Storm,/games/goal-storm/ps-150,PlayStation,7.0,N,1996,11,25,Sports,
468,Awful,In the Hunt,/games/in-the-hunt/ps-70,PlayStation,3.0,N,1996,11,25,Action,
469,Good,International Track & Field,/games/international-track-field/ps-12,PlayStation,7.0,N,1996,11,25,Sports,
470,Painful,Novastorm,/games/novastorm/ps-554,PlayStation,2.0,N,1996,11,25,Shooter,
471,Great,PO'ed,/games/poed/ps-2098,PlayStation,8.0,N,1996,11,25,Action,
472,Okay,NBA Jam: Tournament Edition,/games/nba-jam-tournament-edition/ps-701,PlayStation,6.5,N,1996,11,25,Sports,
473,Good,WWF Wrestlemania: The Arcade Game,/games/wwf-wrestlemania/ps-714,PlayStation,7.0,N,1996,11,26,Wrestling,
474,Good,Williams Arcade's Greatest Hits,/games/williams-arcades-greatest-hits/ps-202,PlayStation,7.0,N,1996,11,26,Compilation,
475,Okay,Tetris Plus,/games/tetris-plus/ps-725,PlayStation,6.0,N,1996,11,26,Puzzle,
476,Mediocre,Slam 'n Jam '96: Featuring Magic and Kareem,/games/slam-n-jam-96-featuring-magic-and-kareem/ps-708,PlayStation,5.0,N,1996,11,26,Sports,
477,Bad,V-Tennis,/games/v-tennis/ps-712,PlayStation,4.0,N,1996,11,26,Sports,
478,Good,Tokyo Highway Battle,/games/tokyo-highway-battle/ps-185,PlayStation,7.0,N,1996,11,26,Racing,
479,Mediocre,Zero Divide,/games/zero-divide/ps-193,PlayStation,5.0,N,1996,11,26,Fighting,
480,Amazing,X-COM: UFO Defense,/games/ufo-enemy-unknown/ps-686,PlayStation,9.0,Y,1996,11,26,Strategy,
481,Okay,Darkstalkers: The Night Warriors,/games/darkstalkers-the-night-warriors/ps-141,PlayStation,6.5,N,1996,11,21,Fighting,
482,Good,FIFA Soccer '96,/games/fifa-soccer-96/ps-542,PlayStation,7.8,N,1996,11,21,Sports,
483,Bad,Mortal Kombat Trilogy,/games/mortal-kombat-trilogy/n64-454,Nintendo 64,4.1,N,1996,11,20,Fighting,
484,Amazing,Wave Race 64,/games/wave-race-64/n64-81,Nintendo 64,9.7,Y,1996,11,15,Racing,
485,Mediocre,Battle Arena Toshinden Remix,/games/battle-arena-toshinden-remix/saturn-195,Saturn,5.0,N,1996,11,15,Fighting,
486,Bad,Cruis'n USA,/games/cruisn-usa/n64-498,Nintendo 64,4.0,N,1996,11,14,Racing,
487,Mediocre,Batman Forever: The Arcade Game,/games/batman-forever/ps-318,PlayStation,5.0,N,1996,11,2,Action,
488,Great,Pilotwings 64,/games/pilotwings-64/n64-83,Nintendo 64,8.2,N,1996,9,25,Flight,
489,Mediocre,Road Rash,/games/road-rash/ps-102,PlayStation,5.0,N,1996,11,25,Racing, Action
490,Good,Ridge Racer [1995],/games/ridge-racer-1995/ps-173,PlayStation,7.5,N,1996,11,25,Racing,
491,Good,Shellshock,/games/shellshock/ps-177,PlayStation,7.0,N,1996,11,25,Action,
492,Good,SimCity 2000,/games/simcity-2000/ps-680,PlayStation,7.0,N,1996,11,25,Strategy,
493,Good,Street Fighter Alpha: Warriors' Dreams,/games/street-fighter-alpha/ps-181,PlayStation,7.0,N,1996,11,25,Fighting,
494,Awful,The Hive,/games/the-hive/ps-693,PlayStation,3.0,N,1996,11,25,Action,
495,Good,Loaded,/games/loaded/ps-157,PlayStation,7.5,N,1996,11,25,Shooter,
496,Unbearable,Revolution X,/games/revolution-x/ps-689,PlayStation,1.0,N,1996,11,25,Action,
497,Okay,Olympic Summer Games: Atlanta '96,/games/olympic-summer-games-atlanta-96-808731/ps-551,PlayStation,6.0,N,1996,11,25,Sports,
498,Good,NBA Live '96,/games/nba-live-96/ps-171,PlayStation,7.0,N,1996,11,25,Sports,
499,Painful,Psychic Detective,/games/psychic-detective/ps-526,PlayStation,2.0,N,1996,11,25,Adventure,
